originalid,year,colenr
8525,2018,1. Not enrolled
8526,2018,1. Not enrolled
8527,2018,1. Not enrolled
8528,2018,1. Not enrolled
8529,2018,
8530,2018,1. Not enrolled
8531,2018,1. Not enrolled
8532,2018,1. Not enrolled
8533,2018,1. Not enrolled
8534,2018,1. Not enrolled
8535,2018,1. Not enrolled
8536,2018,1. Not enrolled
8537,2018,1. Not enrolled
8538,2018,
8539,2018,1. Not enrolled
8540,2018,1. Not enrolled
8541,2018,1. Not enrolled
8542,2018,1. Not enrolled
8543,2018,1. Not enrolled
8544,2018,1. Not enrolled
8545,2018,1. Not enrolled
8546,2018,1. Not enrolled
8547,2018,1. Not enrolled
8548,2018,1. Not enrolled
8549,2018,1. Not enrolled
8550,2018,1. Not enrolled
8551,2018,1. Not enrolled
8552,2018,1. Not enrolled
8553,2018,1. Not enrolled
8554,2018,1. Not enrolled
8555,2018,1. Not enrolled
8556,2018,1. Not enrolled
8557,2018,1. Not enrolled
8558,2018,1. Not enrolled
8559,2018,
8560,2018,
8561,2018,1. Not enrolled
8562,2018,1. Not enrolled
8563,2018,1. Not enrolled
8564,2018,1. Not enrolled
8565,2018,1. Not enrolled
8566,2018,1. Not enrolled
8567,2018,1. Not enrolled
8568,2018,1. Not enrolled
8569,2018,2. 2-year college 
8570,2018,1. Not enrolled
8571,2018,1. Not enrolled
8572,2018,1. Not enrolled
8573,2018,1. Not enrolled
8574,2018,
8575,2018,1. Not enrolled
8576,2018,1. Not enrolled
8577,2018,1. Not enrolled
8578,2018,1. Not enrolled
8579,2018,1. Not enrolled
8580,2018,3. 4-year college
8581,2018,1. Not enrolled
8582,2018,2. 2-year college 
8583,2018,1. Not enrolled
8584,2018,1. Not enrolled
8585,2018,
8586,2018,
8587,2018,1. Not enrolled
8588,2018,1. Not enrolled
8589,2018,1. Not enrolled
8590,2018,1. Not enrolled
8591,2018,1. Not enrolled
8592,2018,
8593,2018,1. Not enrolled
8594,2018,1. Not enrolled
8595,2018,1. Not enrolled
8596,2018,1. Not enrolled
8597,2018,1. Not enrolled
8598,2018,1. Not enrolled
8599,2018,1. Not enrolled
8600,2018,1. Not enrolled
8601,2018,1. Not enrolled
8602,2018,1. Not enrolled
8603,2018,1. Not enrolled
8604,2018,1. Not enrolled
8605,2018,1. Not enrolled
8606,2018,
8607,2018,1. Not enrolled
8608,2018,1. Not enrolled
8609,2018,1. Not enrolled
8610,2018,1. Not enrolled
8611,2018,1. Not enrolled
8612,2018,1. Not enrolled
8613,2018,
8614,2018,1. Not enrolled
8615,2018,1. Not enrolled
8616,2018,1. Not enrolled
8617,2018,
8618,2018,1. Not enrolled
8619,2018,
8620,2018,1. Not enrolled
8621,2018,1. Not enrolled
8622,2018,1. Not enrolled
8623,2018,1. Not enrolled
8624,2018,1. Not enrolled
8625,2018,
8626,2018,
8627,2018,1. Not enrolled
8628,2018,1. Not enrolled
8629,2018,1. Not enrolled
8630,2018,1. Not enrolled
8631,2018,1. Not enrolled
8632,2018,1. Not enrolled
8633,2018,1. Not enrolled
8634,2018,1. Not enrolled
8635,2018,1. Not enrolled
8636,2018,1. Not enrolled
8637,2018,1. Not enrolled
8638,2018,1. Not enrolled
8639,2018,
8640,2018,1. Not enrolled
8641,2018,1. Not enrolled
8642,2018,1. Not enrolled
8643,2018,1. Not enrolled
8644,2018,1. Not enrolled
8645,2018,1. Not enrolled
8646,2018,1. Not enrolled
8647,2018,1. Not enrolled
8648,2018,1. Not enrolled
8649,2018,1. Not enrolled
8650,2018,1. Not enrolled
8651,2018,
8652,2018,3. 4-year college
8653,2018,
8654,2018,1. Not enrolled
8655,2018,1. Not enrolled
8656,2018,1. Not enrolled
8657,2018,1. Not enrolled
8658,2018,1. Not enrolled
8659,2018,2. 2-year college 
8660,2018,1. Not enrolled
8661,2018,1. Not enrolled
8662,2018,1. Not enrolled
8663,2018,
8664,2018,1. Not enrolled
8665,2018,1. Not enrolled
8666,2018,1. Not enrolled
8667,2018,
8668,2018,1. Not enrolled
8669,2018,1. Not enrolled
8670,2018,1. Not enrolled
8671,2018,1. Not enrolled
8674,2018,1. Not enrolled
8675,2018,1. Not enrolled
8676,2018,1. Not enrolled
8677,2018,1. Not enrolled
8678,2018,1. Not enrolled
8679,2018,1. Not enrolled
8680,2018,1. Not enrolled
8681,2018,1. Not enrolled
8683,2018,1. Not enrolled
8684,2018,3. 4-year college
8685,2018,1. Not enrolled
8686,2018,1. Not enrolled
8687,2018,1. Not enrolled
8688,2018,
8689,2018,1. Not enrolled
8690,2018,
8691,2018,
8692,2018,1. Not enrolled
8693,2018,1. Not enrolled
8694,2018,1. Not enrolled
8695,2018,1. Not enrolled
8696,2018,1. Not enrolled
8697,2018,1. Not enrolled
8698,2018,1. Not enrolled
8699,2018,3. 4-year college
8700,2018,1. Not enrolled
8701,2018,1. Not enrolled
8702,2018,1. Not enrolled
8703,2018,4. Graduate program
8704,2018,1. Not enrolled
8705,2018,
8706,2018,1. Not enrolled
8707,2018,1. Not enrolled
8708,2018,
8709,2018,
8710,2018,
8711,2018,1. Not enrolled
8712,2018,1. Not enrolled
8713,2018,1. Not enrolled
8714,2018,
8715,2018,1. Not enrolled
8716,2018,
8717,2018,1. Not enrolled
8718,2018,1. Not enrolled
8719,2018,
8720,2018,1. Not enrolled
8721,2018,
8722,2018,1. Not enrolled
8723,2018,1. Not enrolled
8724,2018,1. Not enrolled
8725,2018,1. Not enrolled
8726,2018,1. Not enrolled
8727,2018,1. Not enrolled
8728,2018,1. Not enrolled
8729,2018,1. Not enrolled
8730,2018,1. Not enrolled
8731,2018,1. Not enrolled
8732,2018,1. Not enrolled
8733,2018,1. Not enrolled
8734,2018,1. Not enrolled
8735,2018,1. Not enrolled
8736,2018,1. Not enrolled
8737,2018,1. Not enrolled
8738,2018,1. Not enrolled
8739,2018,
8740,2018,1. Not enrolled
8741,2018,1. Not enrolled
8742,2018,
8743,2018,1. Not enrolled
8745,2018,2. 2-year college 
8746,2018,1. Not enrolled
8747,2018,1. Not enrolled
8748,2018,1. Not enrolled
8749,2018,1. Not enrolled
8750,2018,1. Not enrolled
8751,2018,1. Not enrolled
8752,2018,1. Not enrolled
8753,2018,1. Not enrolled
8754,2018,1. Not enrolled
8755,2018,1. Not enrolled
8756,2018,1. Not enrolled
8757,2018,1. Not enrolled
8758,2018,1. Not enrolled
8759,2018,1. Not enrolled
8760,2018,1. Not enrolled
8761,2018,1. Not enrolled
8762,2018,1. Not enrolled
8763,2018,1. Not enrolled
8764,2018,1. Not enrolled
8765,2018,1. Not enrolled
8766,2018,4. Graduate program
8767,2018,1. Not enrolled
8768,2018,1. Not enrolled
8769,2018,1. Not enrolled
8770,2018,1. Not enrolled
8771,2018,1. Not enrolled
8772,2018,
8773,2018,1. Not enrolled
8774,2018,1. Not enrolled
8775,2018,1. Not enrolled
8776,2018,1. Not enrolled
8777,2018,1. Not enrolled
8778,2018,
8779,2018,
8780,2018,
8781,2018,1. Not enrolled
8782,2018,1. Not enrolled
8783,2018,3. 4-year college
8784,2018,1. Not enrolled
8785,2018,1. Not enrolled
8786,2018,1. Not enrolled
8787,2018,1. Not enrolled
8788,2018,1. Not enrolled
8789,2018,1. Not enrolled
8790,2018,1. Not enrolled
8791,2018,1. Not enrolled
8792,2018,1. Not enrolled
8793,2018,1. Not enrolled
8794,2018,1. Not enrolled
8795,2018,3. 4-year college
8796,2018,3. 4-year college
8797,2018,
8798,2018,
8799,2018,1. Not enrolled
8800,2018,1. Not enrolled
8801,2018,
8802,2018,1. Not enrolled
8803,2018,1. Not enrolled
8804,2018,1. Not enrolled
8805,2018,1. Not enrolled
8806,2018,1. Not enrolled
8807,2018,1. Not enrolled
8808,2018,1. Not enrolled
8809,2018,1. Not enrolled
8810,2018,1. Not enrolled
8811,2018,
8812,2018,
8813,2018,
8814,2018,1. Not enrolled
8815,2018,1. Not enrolled
8816,2018,1. Not enrolled
8817,2018,
8818,2018,1. Not enrolled
8819,2018,1. Not enrolled
8820,2018,1. Not enrolled
8821,2018,1. Not enrolled
8822,2018,1. Not enrolled
8823,2018,1. Not enrolled
8824,2018,1. Not enrolled
8825,2018,1. Not enrolled
8826,2018,
8827,2018,1. Not enrolled
8828,2018,2. 2-year college 
8829,2018,1. Not enrolled
8830,2018,
8831,2018,1. Not enrolled
8832,2018,
8833,2018,1. Not enrolled
8834,2018,1. Not enrolled
8835,2018,1. Not enrolled
8836,2018,1. Not enrolled
8837,2018,1. Not enrolled
8838,2018,1. Not enrolled
8839,2018,1. Not enrolled
8840,2018,1. Not enrolled
8841,2018,
8842,2018,
8843,2018,
8844,2018,1. Not enrolled
8845,2018,1. Not enrolled
8846,2018,1. Not enrolled
8847,2018,1. Not enrolled
8848,2018,1. Not enrolled
8849,2018,
8850,2018,1. Not enrolled
8851,2018,1. Not enrolled
8852,2018,1. Not enrolled
8853,2018,1. Not enrolled
8854,2018,1. Not enrolled
8855,2018,1. Not enrolled
8857,2018,
8858,2018,1. Not enrolled
8859,2018,1. Not enrolled
8860,2018,1. Not enrolled
8861,2018,1. Not enrolled
8862,2018,3. 4-year college
8863,2018,1. Not enrolled
8864,2018,1. Not enrolled
8865,2018,2. 2-year college 
8866,2018,1. Not enrolled
8867,2018,1. Not enrolled
8868,2018,1. Not enrolled
8869,2018,
8870,2018,1. Not enrolled
8871,2018,1. Not enrolled
8872,2018,1. Not enrolled
8873,2018,1. Not enrolled
8874,2018,1. Not enrolled
8877,2018,1. Not enrolled
8878,2018,1. Not enrolled
8879,2018,1. Not enrolled
8880,2018,1. Not enrolled
8881,2018,1. Not enrolled
8882,2018,1. Not enrolled
8883,2018,
8884,2018,
8885,2018,1. Not enrolled
8886,2018,1. Not enrolled
8887,2018,1. Not enrolled
8888,2018,1. Not enrolled
8889,2018,1. Not enrolled
8890,2018,1. Not enrolled
8891,2018,1. Not enrolled
8892,2018,1. Not enrolled
8893,2018,1. Not enrolled
8894,2018,1. Not enrolled
8895,2018,1. Not enrolled
8896,2018,1. Not enrolled
8897,2018,
8898,2018,
8899,2018,1. Not enrolled
8900,2018,1. Not enrolled
8901,2018,1. Not enrolled
8902,2018,1. Not enrolled
8903,2018,1. Not enrolled
8904,2018,1. Not enrolled
8905,2018,1. Not enrolled
8906,2018,
8907,2018,1. Not enrolled
8908,2018,1. Not enrolled
8909,2018,1. Not enrolled
8910,2018,1. Not enrolled
8911,2018,1. Not enrolled
8912,2018,
8913,2018,1. Not enrolled
8914,2018,
8915,2018,1. Not enrolled
8916,2018,1. Not enrolled
8917,2018,2. 2-year college 
8918,2018,1. Not enrolled
8919,2018,1. Not enrolled
8920,2018,1. Not enrolled
8921,2018,1. Not enrolled
8922,2018,1. Not enrolled
8923,2018,1. Not enrolled
8924,2018,1. Not enrolled
8925,2018,1. Not enrolled
8926,2018,1. Not enrolled
8927,2018,1. Not enrolled
8928,2018,1. Not enrolled
8929,2018,1. Not enrolled
8930,2018,1. Not enrolled
8931,2018,1. Not enrolled
8932,2018,1. Not enrolled
8933,2018,1. Not enrolled
8934,2018,1. Not enrolled
8935,2018,1. Not enrolled
8936,2018,1. Not enrolled
8937,2018,1. Not enrolled
8938,2018,1. Not enrolled
8939,2018,1. Not enrolled
8940,2018,1. Not enrolled
8941,2018,1. Not enrolled
8942,2018,1. Not enrolled
8943,2018,1. Not enrolled
8944,2018,1. Not enrolled
8945,2018,1. Not enrolled
8946,2018,1. Not enrolled
8947,2018,1. Not enrolled
8948,2018,1. Not enrolled
8949,2018,
8950,2018,1. Not enrolled
8951,2018,1. Not enrolled
8952,2018,1. Not enrolled
8953,2018,1. Not enrolled
8954,2018,1. Not enrolled
8955,2018,1. Not enrolled
8956,2018,1. Not enrolled
8957,2018,1. Not enrolled
8958,2018,
8959,2018,1. Not enrolled
8960,2018,1. Not enrolled
8961,2018,
8962,2018,1. Not enrolled
8963,2018,1. Not enrolled
8964,2018,3. 4-year college
8965,2018,1. Not enrolled
8966,2018,1. Not enrolled
8967,2018,
8968,2018,1. Not enrolled
8969,2018,1. Not enrolled
8970,2018,1. Not enrolled
8971,2018,1. Not enrolled
8972,2018,
8973,2018,
8974,2018,1. Not enrolled
8975,2018,1. Not enrolled
8977,2018,1. Not enrolled
8978,2018,1. Not enrolled
8979,2018,1. Not enrolled
8980,2018,1. Not enrolled
8981,2018,1. Not enrolled
8982,2018,1. Not enrolled
8983,2018,1. Not enrolled
8984,2018,1. Not enrolled
8985,2018,
8986,2018,1. Not enrolled
8987,2018,1. Not enrolled
8988,2018,1. Not enrolled
8989,2018,1. Not enrolled
8990,2018,1. Not enrolled
8991,2018,1. Not enrolled
8992,2018,
8993,2018,1. Not enrolled
8994,2018,1. Not enrolled
8995,2018,1. Not enrolled
8996,2018,1. Not enrolled
8997,2018,1. Not enrolled
8998,2018,
8999,2018,1. Not enrolled
9000,2018,1. Not enrolled
9001,2018,1. Not enrolled
9002,2018,1. Not enrolled
9003,2018,1. Not enrolled
9004,2018,1. Not enrolled
9005,2018,
9006,2018,1. Not enrolled
9007,2018,1. Not enrolled
9008,2018,1. Not enrolled
9009,2018,1. Not enrolled
9010,2018,1. Not enrolled
9011,2018,2. 2-year college 
9012,2018,1. Not enrolled
9013,2018,1. Not enrolled
9014,2018,1. Not enrolled
9015,2018,3. 4-year college
9016,2018,1. Not enrolled
9017,2018,
9018,2018,1. Not enrolled
9019,2018,1. Not enrolled
9020,2018,1. Not enrolled
9021,2018,1. Not enrolled
9022,2018,1. Not enrolled
1,2019,
2,2019,1. Not enrolled
3,2019,1. Not enrolled
4,2019,1. Not enrolled
5,2019,1. Not enrolled
6,2019,1. Not enrolled
7,2019,1. Not enrolled
8,2019,1. Not enrolled
9,2019,1. Not enrolled
10,2019,1. Not enrolled
11,2019,1. Not enrolled
12,2019,1. Not enrolled
13,2019,1. Not enrolled
14,2019,1. Not enrolled
15,2019,1. Not enrolled
16,2019,3. 4-year college
17,2019,1. Not enrolled
18,2019,1. Not enrolled
19,2019,1. Not enrolled
20,2019,
21,2019,1. Not enrolled
22,2019,1. Not enrolled
23,2019,1. Not enrolled
24,2019,1. Not enrolled
25,2019,1. Not enrolled
26,2019,1. Not enrolled
27,2019,1. Not enrolled
28,2019,1. Not enrolled
29,2019,
30,2019,
31,2019,1. Not enrolled
32,2019,1. Not enrolled
33,2019,1. Not enrolled
34,2019,1. Not enrolled
35,2019,1. Not enrolled
36,2019,
37,2019,1. Not enrolled
38,2019,1. Not enrolled
39,2019,
40,2019,
41,2019,1. Not enrolled
42,2019,
43,2019,1. Not enrolled
44,2019,1. Not enrolled
45,2019,1. Not enrolled
46,2019,1. Not enrolled
47,2019,1. Not enrolled
48,2019,1. Not enrolled
49,2019,1. Not enrolled
50,2019,1. Not enrolled
51,2019,1. Not enrolled
52,2019,1. Not enrolled
53,2019,
54,2019,1. Not enrolled
55,2019,1. Not enrolled
56,2019,1. Not enrolled
57,2019,1. Not enrolled
58,2019,2. 2-year college 
59,2019,1. Not enrolled
60,2019,1. Not enrolled
61,2019,1. Not enrolled
62,2019,1. Not enrolled
63,2019,1. Not enrolled
64,2019,1. Not enrolled
65,2019,1. Not enrolled
66,2019,
67,2019,1. Not enrolled
68,2019,1. Not enrolled
69,2019,1. Not enrolled
70,2019,1. Not enrolled
71,2019,1. Not enrolled
72,2019,1. Not enrolled
73,2019,1. Not enrolled
74,2019,1. Not enrolled
75,2019,1. Not enrolled
76,2019,1. Not enrolled
77,2019,
78,2019,1. Not enrolled
79,2019,1. Not enrolled
80,2019,1. Not enrolled
81,2019,1. Not enrolled
82,2019,1. Not enrolled
83,2019,1. Not enrolled
84,2019,1. Not enrolled
85,2019,1. Not enrolled
86,2019,1. Not enrolled
87,2019,
88,2019,1. Not enrolled
89,2019,1. Not enrolled
90,2019,1. Not enrolled
91,2019,1. Not enrolled
92,2019,1. Not enrolled
93,2019,1. Not enrolled
94,2019,1. Not enrolled
95,2019,
96,2019,
97,2019,1. Not enrolled
98,2019,
99,2019,
100,2019,1. Not enrolled
101,2019,
102,2019,1. Not enrolled
103,2019,
104,2019,1. Not enrolled
105,2019,1. Not enrolled
106,2019,
107,2019,1. Not enrolled
108,2019,4. Graduate program
109,2019,1. Not enrolled
110,2019,1. Not enrolled
111,2019,1. Not enrolled
112,2019,1. Not enrolled
113,2019,1. Not enrolled
114,2019,1. Not enrolled
115,2019,1. Not enrolled
116,2019,1. Not enrolled
117,2019,1. Not enrolled
118,2019,
119,2019,1. Not enrolled
120,2019,1. Not enrolled
121,2019,1. Not enrolled
122,2019,1. Not enrolled
123,2019,
124,2019,
125,2019,1. Not enrolled
126,2019,1. Not enrolled
127,2019,1. Not enrolled
128,2019,1. Not enrolled
129,2019,
130,2019,1. Not enrolled
131,2019,
132,2019,1. Not enrolled
133,2019,1. Not enrolled
134,2019,
135,2019,
136,2019,1. Not enrolled
137,2019,1. Not enrolled
138,2019,1. Not enrolled
139,2019,
140,2019,
141,2019,
142,2019,1. Not enrolled
143,2019,1. Not enrolled
144,2019,1. Not enrolled
145,2019,1. Not enrolled
146,2019,1. Not enrolled
147,2019,1. Not enrolled
148,2019,1. Not enrolled
149,2019,1. Not enrolled
150,2019,1. Not enrolled
151,2019,1. Not enrolled
152,2019,
153,2019,1. Not enrolled
154,2019,
155,2019,1. Not enrolled
156,2019,1. Not enrolled
157,2019,1. Not enrolled
158,2019,
159,2019,1. Not enrolled
160,2019,1. Not enrolled
161,2019,1. Not enrolled
162,2019,1. Not enrolled
163,2019,
164,2019,1. Not enrolled
165,2019,1. Not enrolled
166,2019,1. Not enrolled
167,2019,1. Not enrolled
168,2019,1. Not enrolled
169,2019,1. Not enrolled
170,2019,1. Not enrolled
171,2019,1. Not enrolled
172,2019,
173,2019,
174,2019,1. Not enrolled
175,2019,1. Not enrolled
176,2019,1. Not enrolled
177,2019,1. Not enrolled
178,2019,1. Not enrolled
179,2019,
180,2019,
181,2019,1. Not enrolled
182,2019,1. Not enrolled
183,2019,1. Not enrolled
184,2019,
185,2019,
186,2019,
187,2019,1. Not enrolled
188,2019,1. Not enrolled
189,2019,
190,2019,1. Not enrolled
191,2019,1. Not enrolled
192,2019,1. Not enrolled
193,2019,1. Not enrolled
194,2019,1. Not enrolled
195,2019,1. Not enrolled
196,2019,
197,2019,1. Not enrolled
198,2019,1. Not enrolled
199,2019,1. Not enrolled
200,2019,1. Not enrolled
201,2019,1. Not enrolled
202,2019,1. Not enrolled
203,2019,1. Not enrolled
204,2019,1. Not enrolled
205,2019,1. Not enrolled
206,2019,1. Not enrolled
207,2019,1. Not enrolled
208,2019,
209,2019,
210,2019,
211,2019,1. Not enrolled
212,2019,
213,2019,1. Not enrolled
214,2019,1. Not enrolled
215,2019,1. Not enrolled
216,2019,1. Not enrolled
217,2019,1. Not enrolled
218,2019,
219,2019,1. Not enrolled
220,2019,1. Not enrolled
221,2019,1. Not enrolled
222,2019,1. Not enrolled
223,2019,1. Not enrolled
224,2019,1. Not enrolled
225,2019,1. Not enrolled
226,2019,1. Not enrolled
227,2019,
228,2019,1. Not enrolled
229,2019,1. Not enrolled
230,2019,1. Not enrolled
231,2019,1. Not enrolled
232,2019,1. Not enrolled
233,2019,1. Not enrolled
234,2019,2. 2-year college 
235,2019,1. Not enrolled
236,2019,1. Not enrolled
237,2019,1. Not enrolled
238,2019,1. Not enrolled
239,2019,1. Not enrolled
240,2019,1. Not enrolled
241,2019,1. Not enrolled
242,2019,1. Not enrolled
243,2019,1. Not enrolled
244,2019,1. Not enrolled
245,2019,1. Not enrolled
246,2019,1. Not enrolled
247,2019,1. Not enrolled
248,2019,1. Not enrolled
249,2019,1. Not enrolled
250,2019,
251,2019,1. Not enrolled
252,2019,1. Not enrolled
253,2019,
254,2019,1. Not enrolled
255,2019,1. Not enrolled
256,2019,1. Not enrolled
257,2019,
258,2019,1. Not enrolled
259,2019,1. Not enrolled
260,2019,1. Not enrolled
261,2019,1. Not enrolled
262,2019,1. Not enrolled
263,2019,1. Not enrolled
264,2019,3. 4-year college
265,2019,1. Not enrolled
266,2019,1. Not enrolled
267,2019,1. Not enrolled
268,2019,1. Not enrolled
269,2019,
270,2019,
271,2019,1. Not enrolled
272,2019,1. Not enrolled
273,2019,1. Not enrolled
274,2019,
275,2019,1. Not enrolled
276,2019,
277,2019,
278,2019,1. Not enrolled
279,2019,1. Not enrolled
280,2019,1. Not enrolled
281,2019,1. Not enrolled
282,2019,1. Not enrolled
283,2019,1. Not enrolled
284,2019,1. Not enrolled
285,2019,1. Not enrolled
286,2019,1. Not enrolled
287,2019,1. Not enrolled
288,2019,1. Not enrolled
289,2019,1. Not enrolled
290,2019,1. Not enrolled
291,2019,1. Not enrolled
292,2019,1. Not enrolled
293,2019,1. Not enrolled
294,2019,1. Not enrolled
295,2019,2. 2-year college 
296,2019,1. Not enrolled
297,2019,
298,2019,1. Not enrolled
299,2019,1. Not enrolled
300,2019,1. Not enrolled
301,2019,1. Not enrolled
302,2019,
303,2019,1. Not enrolled
304,2019,1. Not enrolled
305,2019,1. Not enrolled
306,2019,1. Not enrolled
307,2019,1. Not enrolled
308,2019,1. Not enrolled
309,2019,1. Not enrolled
310,2019,1. Not enrolled
311,2019,1. Not enrolled
312,2019,
313,2019,1. Not enrolled
314,2019,
315,2019,1. Not enrolled
316,2019,
317,2019,
318,2019,
319,2019,
320,2019,1. Not enrolled
321,2019,1. Not enrolled
322,2019,1. Not enrolled
323,2019,1. Not enrolled
324,2019,
325,2019,1. Not enrolled
326,2019,
327,2019,1. Not enrolled
328,2019,
329,2019,1. Not enrolled
330,2019,
331,2019,1. Not enrolled
332,2019,1. Not enrolled
333,2019,1. Not enrolled
334,2019,1. Not enrolled
335,2019,1. Not enrolled
336,2019,1. Not enrolled
337,2019,1. Not enrolled
338,2019,1. Not enrolled
339,2019,1. Not enrolled
340,2019,1. Not enrolled
341,2019,1. Not enrolled
342,2019,1. Not enrolled
343,2019,1. Not enrolled
344,2019,1. Not enrolled
345,2019,1. Not enrolled
346,2019,1. Not enrolled
347,2019,1. Not enrolled
348,2019,1. Not enrolled
349,2019,1. Not enrolled
350,2019,1. Not enrolled
351,2019,
352,2019,1. Not enrolled
353,2019,1. Not enrolled
354,2019,1. Not enrolled
355,2019,1. Not enrolled
356,2019,1. Not enrolled
357,2019,1. Not enrolled
358,2019,1. Not enrolled
359,2019,1. Not enrolled
360,2019,1. Not enrolled
361,2019,
362,2019,1. Not enrolled
363,2019,1. Not enrolled
364,2019,
365,2019,
366,2019,1. Not enrolled
367,2019,1. Not enrolled
368,2019,2. 2-year college 
369,2019,
370,2019,1. Not enrolled
371,2019,1. Not enrolled
372,2019,1. Not enrolled
373,2019,1. Not enrolled
374,2019,1. Not enrolled
375,2019,
376,2019,1. Not enrolled
377,2019,1. Not enrolled
378,2019,1. Not enrolled
379,2019,
380,2019,
381,2019,
382,2019,1. Not enrolled
383,2019,
384,2019,
385,2019,1. Not enrolled
386,2019,1. Not enrolled
387,2019,1. Not enrolled
388,2019,1. Not enrolled
389,2019,
390,2019,1. Not enrolled
391,2019,1. Not enrolled
392,2019,1. Not enrolled
393,2019,1. Not enrolled
394,2019,1. Not enrolled
395,2019,1. Not enrolled
396,2019,1. Not enrolled
397,2019,1. Not enrolled
398,2019,1. Not enrolled
399,2019,
400,2019,1. Not enrolled
401,2019,1. Not enrolled
402,2019,2. 2-year college 
403,2019,1. Not enrolled
404,2019,
405,2019,
406,2019,
407,2019,1. Not enrolled
408,2019,1. Not enrolled
409,2019,1. Not enrolled
410,2019,
411,2019,1. Not enrolled
412,2019,1. Not enrolled
413,2019,1. Not enrolled
414,2019,1. Not enrolled
415,2019,1. Not enrolled
416,2019,1. Not enrolled
417,2019,1. Not enrolled
418,2019,1. Not enrolled
419,2019,
420,2019,1. Not enrolled
421,2019,1. Not enrolled
422,2019,1. Not enrolled
423,2019,2. 2-year college 
424,2019,1. Not enrolled
425,2019,1. Not enrolled
426,2019,1. Not enrolled
427,2019,1. Not enrolled
428,2019,1. Not enrolled
429,2019,1. Not enrolled
430,2019,
431,2019,
432,2019,1. Not enrolled
433,2019,1. Not enrolled
434,2019,1. Not enrolled
435,2019,1. Not enrolled
436,2019,
437,2019,1. Not enrolled
438,2019,1. Not enrolled
439,2019,1. Not enrolled
440,2019,1. Not enrolled
441,2019,1. Not enrolled
442,2019,
443,2019,1. Not enrolled
444,2019,1. Not enrolled
445,2019,1. Not enrolled
446,2019,1. Not enrolled
447,2019,1. Not enrolled
448,2019,1. Not enrolled
449,2019,
450,2019,1. Not enrolled
451,2019,1. Not enrolled
452,2019,1. Not enrolled
453,2019,1. Not enrolled
454,2019,
455,2019,1. Not enrolled
456,2019,1. Not enrolled
457,2019,1. Not enrolled
458,2019,1. Not enrolled
459,2019,1. Not enrolled
460,2019,1. Not enrolled
461,2019,1. Not enrolled
462,2019,1. Not enrolled
463,2019,1. Not enrolled
464,2019,1. Not enrolled
465,2019,2. 2-year college 
466,2019,1. Not enrolled
467,2019,2. 2-year college 
468,2019,1. Not enrolled
469,2019,1. Not enrolled
470,2019,1. Not enrolled
471,2019,1. Not enrolled
472,2019,1. Not enrolled
473,2019,1. Not enrolled
474,2019,1. Not enrolled
475,2019,1. Not enrolled
476,2019,1. Not enrolled
477,2019,1. Not enrolled
478,2019,3. 4-year college
479,2019,1. Not enrolled
480,2019,1. Not enrolled
481,2019,1. Not enrolled
482,2019,1. Not enrolled
483,2019,1. Not enrolled
484,2019,1. Not enrolled
485,2019,1. Not enrolled
486,2019,
487,2019,1. Not enrolled
488,2019,1. Not enrolled
489,2019,
490,2019,1. Not enrolled
491,2019,3. 4-year college
492,2019,1. Not enrolled
493,2019,
494,2019,
495,2019,3. 4-year college
496,2019,1. Not enrolled
497,2019,
498,2019,1. Not enrolled
499,2019,
500,2019,1. Not enrolled
501,2019,1. Not enrolled
502,2019,1. Not enrolled
503,2019,1. Not enrolled
504,2019,
505,2019,
506,2019,1. Not enrolled
507,2019,1. Not enrolled
508,2019,1. Not enrolled
509,2019,4. Graduate program
510,2019,1. Not enrolled
511,2019,1. Not enrolled
512,2019,1. Not enrolled
513,2019,1. Not enrolled
514,2019,1. Not enrolled
515,2019,2. 2-year college 
516,2019,1. Not enrolled
517,2019,1. Not enrolled
518,2019,1. Not enrolled
519,2019,1. Not enrolled
520,2019,1. Not enrolled
521,2019,1. Not enrolled
522,2019,1. Not enrolled
523,2019,1. Not enrolled
524,2019,3. 4-year college
525,2019,1. Not enrolled
526,2019,1. Not enrolled
527,2019,1. Not enrolled
528,2019,1. Not enrolled
529,2019,1. Not enrolled
530,2019,1. Not enrolled
531,2019,1. Not enrolled
532,2019,
533,2019,
534,2019,1. Not enrolled
535,2019,1. Not enrolled
536,2019,1. Not enrolled
537,2019,1. Not enrolled
538,2019,1. Not enrolled
539,2019,1. Not enrolled
540,2019,3. 4-year college
541,2019,1. Not enrolled
542,2019,1. Not enrolled
543,2019,1. Not enrolled
544,2019,1. Not enrolled
545,2019,1. Not enrolled
546,2019,1. Not enrolled
547,2019,1. Not enrolled
548,2019,1. Not enrolled
549,2019,3. 4-year college
550,2019,
551,2019,1. Not enrolled
552,2019,
553,2019,
554,2019,1. Not enrolled
555,2019,1. Not enrolled
556,2019,1. Not enrolled
557,2019,1. Not enrolled
558,2019,1. Not enrolled
559,2019,
560,2019,1. Not enrolled
561,2019,1. Not enrolled
562,2019,3. 4-year college
563,2019,1. Not enrolled
564,2019,1. Not enrolled
565,2019,1. Not enrolled
566,2019,1. Not enrolled
567,2019,1. Not enrolled
568,2019,1. Not enrolled
569,2019,1. Not enrolled
570,2019,1. Not enrolled
571,2019,1. Not enrolled
572,2019,
573,2019,1. Not enrolled
574,2019,1. Not enrolled
575,2019,1. Not enrolled
576,2019,1. Not enrolled
577,2019,1. Not enrolled
